,Instance,Optimal Value,Implementation 1,Minimum Solution Cost 1,Average Solution Cost 1,Std Solution Cost 1,Average Runtime 1,Implementation 2,Minimum Solution Cost 2,Average Solution Cost 2,Std Solution Cost 2,Average Runtime 2,P-value
2264,B-n63-k10,1537,"2-opt, reinsertion, double-bridge",1661.47,1836.84,99.51,3.63,"2-opt, exchange, double-bridge",1626.62,1819.63,90.44,3.62,0.53
2265,B-n64-k9,861,"2-opt, reinsertion, double-bridge",945.13,1103.61,96.38,3.62,"2-opt, exchange, double-bridge",985.62,1104.45,77.24,3.59,0.93
2266,B-n66-k9,1374,"2-opt, reinsertion, double-bridge",1438.62,1573.23,75.06,3.61,"2-opt, exchange, double-bridge",1474.36,1595.50,67.63,3.57,0.32
2267,B-n67-k10,1033,"2-opt, reinsertion, double-bridge",1145.55,1276.35,84.28,3.69,"2-opt, exchange, double-bridge",1156.96,1312.59,96.78,3.62,0.11
2268,B-n68-k9,1304,"2-opt, reinsertion, double-bridge",1436.13,1541.14,63.71,3.56,"2-opt, exchange, double-bridge",1467.95,1575.24,66.06,3.50,0.04
2269,B-n78-k10,1266,"2-opt, reinsertion, double-bridge",1393.63,1543.72,82.40,3.92,"2-opt, exchange, double-bridge",1436.02,1589.16,73.97,3.84,0.02
2270,P-n101-k4,681,"2-opt, reinsertion, double-bridge",928.60,1010.22,38.81,3.48,"2-opt, exchange, double-bridge",986.89,1045.36,42.82,3.41,0.01
2271,P-n16-k8,435,"2-opt, reinsertion, double-bridge",451.34,460.35,7.63,2.30,"2-opt, exchange, double-bridge",451.34,460.90,7.97,2.27,1.00
2272,P-n19-k2,212,"2-opt, reinsertion, double-bridge",220.26,245.16,16.45,1.50,"2-opt, exchange, double-bridge",221.43,251.57,14.94,1.46,0.14
2273, P-n20-k2,220,"2-opt, reinsertion, double-bridge",219.13,240.94,18.61,1.50,"2-opt, exchange, double-bridge",221.69,250.17,21.38,1.47,0.25
2274,P-n21-k2,211,"2-opt, reinsertion, double-bridge",212.71,230.33,14.23,1.54,"2-opt, exchange, double-bridge",216.03,248.99,18.59,1.52,0.00
2275,P-n22-k2,216,"2-opt, reinsertion, double-bridge",217.85,241.70,19.15,1.54,"2-opt, exchange, double-bridge",219.95,255.78,20.74,1.51,0.02
2276,P-n22-k8,603,"2-opt, reinsertion, double-bridge",595.96,653.01,36.99,2.66,"2-opt, exchange, double-bridge",596.12,656.54,30.70,2.65,0.56
2277,P-n23-k8,554,"2-opt, reinsertion, double-bridge",543.14,582.74,23.91,2.80,"2-opt, exchange, double-bridge",536.71,572.56,22.96,2.71,0.06
2278,P-n40-k5.vrp,458,"2-opt, reinsertion, double-bridge",498.49,538.55,22.36,2.49,"2-opt, exchange, double-bridge",490.18,552.09,26.30,2.42,0.03
2279,P-n45-k5,510,"2-opt, reinsertion, double-bridge",547.85,597.12,28.08,2.53,"2-opt, exchange, double-bridge",563.42,638.04,36.03,2.48,0.00
2280,P-n50-k10,696,"2-opt, reinsertion, double-bridge",758.98,794.82,32.85,3.53,"2-opt, exchange, double-bridge",752.68,797.63,47.34,3.48,0.70
2281, P-n50-k7,554,"2-opt, reinsertion, double-bridge",601.43,660.55,32.33,2.90,"2-opt, exchange, double-bridge",608.47,674.70,41.86,2.87,0.15
2282,P-n50-k8,649,"2-opt, reinsertion, double-bridge",672.84,725.12,30.84,3.20,"2-opt, exchange, double-bridge",673.04,729.57,29.62,3.17,0.81
2283,P-n51-k10,745,"2-opt, reinsertion, double-bridge",810.44,867.57,38.98,3.54,"2-opt, exchange, double-bridge",792.91,854.32,36.75,3.51,0.12
2284,P-n55-k10,669,"2-opt, reinsertion, double-bridge",767.76,811.24,31.23,3.44,"2-opt, exchange, double-bridge",761.45,820.09,36.99,3.40,0.24
2285,P-n55-k15,856,"2-opt, reinsertion, double-bridge",1027.16,1070.41,19.44,4.69,"2-opt, exchange, double-bridge",1013.95,1060.53,24.92,4.68,0.11
2286,P-n55-k7,524,"2-opt, reinsertion, double-bridge",607.45,662.98,42.61,3.01,"2-opt, exchange, double-bridge",632.20,684.35,25.37,2.97,0.00
2287,P-n55-k8,576,"2-opt, reinsertion, double-bridge",619.20,693.40,41.75,2.98,"2-opt, exchange, double-bridge",658.66,723.59,35.17,2.93,0.00
2288,P-n60-k10,706,"2-opt, reinsertion, double-bridge",822.77,901.73,53.83,3.62,"2-opt, exchange, double-bridge",831.56,892.70,38.33,3.62,0.59
2289,P-n60-k15,905,"2-opt, reinsertion, double-bridge",1051.00,1117.42,34.76,4.58,"2-opt, exchange, double-bridge",1043.46,1093.89,27.31,4.57,0.00
2290,P-n65-k10,792,"2-opt, reinsertion, double-bridge",882.30,966.69,47.52,3.66,"2-opt, exchange, double-bridge",901.71,980.07,48.95,3.63,0.40
2291,P-n70-k10,834,"2-opt, reinsertion, double-bridge",932.76,993.74,51.80,3.83,"2-opt, exchange, double-bridge",926.74,1014.82,45.35,3.80,0.05
2292,P-n76-k4,589,"2-opt, reinsertion, double-bridge",725.59,837.31,51.60,2.93,"2-opt, exchange, double-bridge",717.49,897.04,75.36,2.96,0.00
2293,P-n76-k5,631,"2-opt, reinsertion, double-bridge",728.94,857.13,56.68,3.07,"2-opt, exchange, double-bridge",745.20,920.09,67.65,3.02,0.00
2294,A-n32-k5,784,"2-opt, reinsertion, double-bridge",812.18,900.69,61.96,2.38,"2-opt, double-bridge",921.85,1085.83,129.48,2.60,0.00
2295,A-n33-k5,661,"2-opt, reinsertion, double-bridge",684.46,759.31,35.25,2.34,"2-opt, double-bridge",858.56,934.47,48.62,2.50,0.00
2296,A-n33-k6,742,"2-opt, reinsertion, double-bridge",777.78,856.64,42.86,2.55,"2-opt, double-bridge",840.44,999.55,68.43,2.43,0.00
2297,A-n34-k5,778,"2-opt, reinsertion, double-bridge",819.64,895.85,47.14,2.38,"2-opt, double-bridge",972.02,1113.98,66.47,2.29,0.00
2298,A-n36-k5,799,"2-opt, reinsertion, double-bridge",838.96,906.35,39.06,2.42,"2-opt, double-bridge",1004.70,1107.83,53.66,2.44,0.00
2299,A-n37-k5,669,"2-opt, reinsertion, double-bridge",711.98,787.54,68.76,2.43,"2-opt, double-bridge",817.83,928.44,71.76,2.50,0.00
2300,A-n37-k6,949,"2-opt, reinsertion, double-bridge",987.36,1081.59,40.04,2.68,"2-opt, double-bridge",1083.57,1276.74,116.90,2.53,0.00
2301,A-n38-k5,730,"2-opt, reinsertion, double-bridge",793.33,919.04,84.98,2.50,"2-opt, double-bridge",882.72,1052.26,132.42,2.45,0.00
2302,A-n39-k5,822,"2-opt, reinsertion, double-bridge",898.30,983.05,50.24,2.52,"2-opt, double-bridge",1028.81,1232.62,132.15,2.37,0.00
2303,A-n39-k6,831,"2-opt, reinsertion, double-bridge",873.57,971.96,55.84,2.59,"2-opt, double-bridge",1054.12,1158.73,58.14,2.44,0.00
2304,A-n44-k6,937,"2-opt, reinsertion, double-bridge",1025.25,1137.99,65.23,2.70,"2-opt, double-bridge",1178.89,1379.78,125.66,2.50,0.00
2305,A-n45-k6,944,"2-opt, reinsertion, double-bridge",1022.46,1099.89,45.61,2.84,"2-opt, double-bridge",1152.31,1331.38,117.42,2.62,0.00
2306,A-n45-k7,1146,"2-opt, reinsertion, double-bridge",1249.10,1328.81,53.62,2.80,"2-opt, double-bridge",1396.35,1483.46,62.79,2.61,0.00
2307,A-n46-k7,914,"2-opt, reinsertion, double-bridge",1024.03,1101.34,55.65,2.84,"2-opt, double-bridge",1143.93,1258.45,66.13,2.64,0.00
2308,A-n48-k7,1073,"2-opt, reinsertion, double-bridge",1187.80,1259.31,43.79,2.87,"2-opt, double-bridge",1324.18,1505.44,88.47,2.62,0.00
2309,A-n53-k7,1010,"2-opt, reinsertion, double-bridge",1126.74,1232.67,63.10,3.06,"2-opt, double-bridge",1298.17,1550.87,153.65,2.77,0.00
2310,A-n54-k7,1167,"2-opt, reinsertion, double-bridge",1294.63,1409.71,92.72,3.06,"2-opt, double-bridge",1485.01,1670.74,150.06,2.79,0.00
2311,A-n55-k9,1073,"2-opt, reinsertion, double-bridge",1191.83,1336.64,80.48,3.38,"2-opt, double-bridge",1341.31,1503.70,124.94,3.03,0.00
2312,A-n60-k9,1408,"2-opt, reinsertion, double-bridge",1530.13,1631.64,66.88,3.40,"2-opt, double-bridge",1677.57,1868.70,135.16,3.03,0.00
2313,A-n61-k9,1035,"2-opt, reinsertion, double-bridge",1190.58,1283.79,74.59,3.57,"2-opt, double-bridge",1260.10,1468.52,77.37,3.20,0.00
2314,A-n62-k8,1290,"2-opt, reinsertion, double-bridge",1375.25,1539.96,76.57,3.21,"2-opt, double-bridge",1684.02,1912.44,102.45,2.93,0.00
2315,A-n63-k10,1315,"2-opt, reinsertion, double-bridge",1482.40,1588.73,67.94,3.69,"2-opt, double-bridge",1606.47,1793.51,124.64,3.27,0.00
2316,A-n63-k9,1634,"2-opt, reinsertion, double-bridge",1768.45,1904.61,84.30,3.67,"2-opt, double-bridge",1955.61,2151.22,116.84,3.17,0.00
2317,A-n64-k9,1402,"2-opt, reinsertion, double-bridge",1514.95,1665.97,64.61,3.57,"2-opt, double-bridge",1835.44,1984.71,86.62,3.13,0.00
2318,A-n65-k9,1177,"2-opt, reinsertion, double-bridge",1337.83,1443.19,63.38,3.60,"2-opt, double-bridge",1552.18,1721.02,105.83,3.20,0.00
2319,A-n69-k9,1168,"2-opt, reinsertion, double-bridge",1298.69,1458.13,90.60,3.58,"2-opt, double-bridge",1511.01,1725.33,134.82,3.22,0.00
2320,A-n80-k10,1764,"2-opt, reinsertion, double-bridge",2003.46,2147.12,62.01,3.90,"2-opt, double-bridge",2299.56,2561.49,138.02,3.41,0.00
2321,B-n31-k5,672,"2-opt, reinsertion, double-bridge",680.44,707.22,23.02,2.37,"2-opt, double-bridge",715.37,755.39,37.45,2.29,0.00
2322,B-n34-k5,788,"2-opt, reinsertion, double-bridge",826.92,921.26,52.27,2.39,"2-opt, double-bridge",906.17,1023.05,69.02,2.32,0.00
2323,B-n35-k5,955,"2-opt, reinsertion, double-bridge",982.81,1063.30,54.36,2.39,"2-opt, double-bridge",1072.22,1171.25,66.67,2.29,0.00
2324,B-n38-k6,805,"2-opt, reinsertion, double-bridge",832.18,890.69,58.00,2.58,"2-opt, double-bridge",857.70,952.48,56.11,2.46,0.00
2325,B-n39-k5,549,"2-opt, reinsertion, double-bridge",589.47,653.76,48.06,2.47,"2-opt, double-bridge",685.59,830.55,71.30,2.36,0.00
2326,B-n41-k6,829,"2-opt, reinsertion, double-bridge",878.95,989.21,68.90,2.69,"2-opt, double-bridge",944.73,1210.80,122.89,2.77,0.00
2327,B-n43-k6,742,"2-opt, reinsertion, double-bridge",770.67,821.94,27.72,2.67,"2-opt, double-bridge",852.15,955.63,64.99,2.63,0.00
2328,B-n44-k7,909,"2-opt, reinsertion, double-bridge",977.53,1081.36,60.81,2.85,"2-opt, double-bridge",1051.93,1186.88,60.45,2.96,0.00
2329,B-n45-k5,751,"2-opt, reinsertion, double-bridge",771.41,898.09,79.34,2.66,"2-opt, double-bridge",897.24,1119.43,236.63,2.88,0.00
2330,B-n45-k6,678,"2-opt, reinsertion, double-bridge",736.10,813.15,49.99,2.85,"2-opt, double-bridge",788.95,885.22,69.11,2.89,0.00
2331,B-n50-k7,741,"2-opt, reinsertion, double-bridge",771.54,894.06,59.85,2.95,"2-opt, double-bridge",864.19,1036.96,84.62,2.97,0.00
2332,B-n50-k8,1313,"2-opt, reinsertion, double-bridge",1379.65,1472.98,47.81,3.08,"2-opt, double-bridge",1460.40,1600.71,61.26,3.13,0.00
2333,B-n51-k7,1032,"2-opt, reinsertion, double-bridge",1036.58,1225.22,84.18,3.11,"2-opt, double-bridge",1148.58,1358.78,146.44,3.18,0.00
2334,B-n52-k7,747,"2-opt, reinsertion, double-bridge",779.33,888.43,64.74,3.00,"2-opt, double-bridge",913.63,1027.97,75.50,3.35,0.00
2335,B-n56-k7,707,"2-opt, reinsertion, double-bridge",758.23,836.10,83.19,3.02,"2-opt, double-bridge",877.07,1019.36,93.25,3.14,0.00
2336,B-n57-k7,1153,"2-opt, reinsertion, double-bridge",1204.40,1392.05,87.96,3.19,"2-opt, double-bridge",1388.54,1561.18,104.40,3.25,0.00
2337,B-n57-k9,1598,"2-opt, reinsertion, double-bridge",1708.92,1814.16,54.11,3.32,"2-opt, double-bridge",1842.51,1954.14,69.14,3.34,0.00
2338,B-n63-k10,1537,"2-opt, reinsertion, double-bridge",1661.47,1836.84,99.51,3.63,"2-opt, double-bridge",1842.68,2037.63,111.22,3.56,0.00
2339,B-n64-k9,861,"2-opt, reinsertion, double-bridge",945.13,1103.61,96.38,3.62,"2-opt, double-bridge",1048.97,1247.23,115.81,3.58,0.00
2340,B-n66-k9,1374,"2-opt, reinsertion, double-bridge",1438.62,1573.23,75.06,3.61,"2-opt, double-bridge",1576.86,1780.48,147.09,3.62,0.00
2341,B-n67-k10,1033,"2-opt, reinsertion, double-bridge",1145.55,1276.35,84.28,3.69,"2-opt, double-bridge",1315.41,1495.41,94.18,3.69,0.00
2342,B-n68-k9,1304,"2-opt, reinsertion, double-bridge",1436.13,1541.14,63.71,3.56,"2-opt, double-bridge",1532.74,1748.67,109.08,3.63,0.00
2343,B-n78-k10,1266,"2-opt, reinsertion, double-bridge",1393.63,1543.72,82.40,3.92,"2-opt, double-bridge",1543.50,1811.95,173.55,3.57,0.00
2344,P-n101-k4,681,"2-opt, reinsertion, double-bridge",928.60,1010.22,38.81,3.48,"2-opt, double-bridge",1180.38,1328.80,55.44,3.34,0.00
2345,P-n16-k8,435,"2-opt, reinsertion, double-bridge",451.34,460.35,7.63,2.30,"2-opt, double-bridge",451.95,465.41,7.50,2.04,0.02
2346,P-n19-k2,212,"2-opt, reinsertion, double-bridge",220.26,245.16,16.45,1.50,"2-opt, double-bridge",283.08,320.85,16.60,1.59,0.00
2347, P-n20-k2,220,"2-opt, reinsertion, double-bridge",219.13,240.94,18.61,1.50,"2-opt, double-bridge",290.85,332.84,18.08,1.58,0.00
2348,P-n21-k2,211,"2-opt, reinsertion, double-bridge",212.71,230.33,14.23,1.54,"2-opt, double-bridge",270.15,324.54,22.85,1.65,0.00
2349,P-n22-k2,216,"2-opt, reinsertion, double-bridge",217.85,241.70,19.15,1.54,"2-opt, double-bridge",311.96,358.21,19.93,1.62,0.00
2350,P-n22-k8,603,"2-opt, reinsertion, double-bridge",595.96,653.01,36.99,2.66,"2-opt, double-bridge",641.85,685.68,25.33,2.36,0.00
2351,P-n23-k8,554,"2-opt, reinsertion, double-bridge",543.14,582.74,23.91,2.80,"2-opt, double-bridge",574.03,603.97,18.16,2.49,0.00
2352,P-n40-k5.vrp,458,"2-opt, reinsertion, double-bridge",498.49,538.55,22.36,2.49,"2-opt, double-bridge",620.43,684.65,30.90,2.35,0.00
2353,P-n45-k5,510,"2-opt, reinsertion, double-bridge",547.85,597.12,28.08,2.53,"2-opt, double-bridge",737.53,832.91,46.10,2.36,0.00
2354,P-n50-k10,696,"2-opt, reinsertion, double-bridge",758.98,794.82,32.85,3.53,"2-opt, double-bridge",830.03,915.20,64.60,3.07,0.00
2355, P-n50-k7,554,"2-opt, reinsertion, double-bridge",601.43,660.55,32.33,2.90,"2-opt, double-bridge",726.04,823.02,54.84,2.64,0.00
2356,P-n50-k8,649,"2-opt, reinsertion, double-bridge",672.84,725.12,30.84,3.20,"2-opt, double-bridge",797.68,858.44,47.26,2.88,0.00
2357,P-n51-k10,745,"2-opt, reinsertion, double-bridge",810.44,867.57,38.98,3.54,"2-opt, double-bridge",899.17,964.32,42.45,3.14,0.00
2358,P-n55-k10,669,"2-opt, reinsertion, double-bridge",767.76,811.24,31.23,3.44,"2-opt, double-bridge",836.73,941.34,48.64,3.07,0.00
2359,P-n55-k15,856,"2-opt, reinsertion, double-bridge",1027.16,1070.41,19.44,4.69,"2-opt, double-bridge",1090.63,1150.57,39.47,3.98,0.00
2360,P-n55-k7,524,"2-opt, reinsertion, double-bridge",607.45,662.98,42.61,3.01,"2-opt, double-bridge",732.78,827.74,46.62,2.76,0.00
2361,P-n55-k8,576,"2-opt, reinsertion, double-bridge",619.20,693.40,41.75,2.98,"2-opt, double-bridge",814.40,913.14,57.30,2.69,0.00
2362,P-n60-k10,706,"2-opt, reinsertion, double-bridge",822.77,901.73,53.83,3.62,"2-opt, double-bridge",911.35,1059.89,80.59,3.16,0.00
2363,P-n60-k15,905,"2-opt, reinsertion, double-bridge",1051.00,1117.42,34.76,4.58,"2-opt, double-bridge",1121.43,1203.58,46.01,3.86,0.00
2364,P-n65-k10,792,"2-opt, reinsertion, double-bridge",882.30,966.69,47.52,3.66,"2-opt, double-bridge",1007.38,1139.33,64.30,3.24,0.00
2365,P-n70-k10,834,"2-opt, reinsertion, double-bridge",932.76,993.74,51.80,3.83,"2-opt, double-bridge",1065.70,1181.07,49.37,3.37,0.00
2366,P-n76-k4,589,"2-opt, reinsertion, double-bridge",725.59,837.31,51.60,2.93,"2-opt, double-bridge",925.79,1342.13,155.61,2.78,0.00
2367,P-n76-k5,631,"2-opt, reinsertion, double-bridge",728.94,857.13,56.68,3.07,"2-opt, double-bridge",934.24,1281.88,192.22,2.80,0.00
2368,A-n32-k5,784,"2-opt, reinsertion, double-bridge",812.18,900.69,61.96,2.38,"2-opt, shift-1",820.19,881.27,26.63,2.45,0.08
2369,A-n33-k5,661,"2-opt, reinsertion, double-bridge",684.46,759.31,35.25,2.34,"2-opt, shift-1",684.72,743.32,27.85,2.40,0.04
2370,A-n33-k6,742,"2-opt, reinsertion, double-bridge",777.78,856.64,42.86,2.55,"2-opt, shift-1",772.64,826.01,35.63,2.41,0.01
2371,A-n34-k5,778,"2-opt, reinsertion, double-bridge",819.64,895.85,47.14,2.38,"2-opt, shift-1",805.44,877.16,41.43,2.23,0.17
2372,A-n36-k5,799,"2-opt, reinsertion, double-bridge",838.96,906.35,39.06,2.42,"2-opt, shift-1",871.65,918.36,28.90,2.24,0.13
2373,A-n37-k5,669,"2-opt, reinsertion, double-bridge",711.98,787.54,68.76,2.43,"2-opt, shift-1",693.60,779.35,35.97,2.30,0.91
2374,A-n37-k6,949,"2-opt, reinsertion, double-bridge",987.36,1081.59,40.04,2.68,"2-opt, shift-1",1010.86,1107.22,40.66,2.38,0.04
2375,A-n38-k5,730,"2-opt, reinsertion, double-bridge",793.33,919.04,84.98,2.50,"2-opt, shift-1",816.28,926.79,100.17,2.49,0.81
2376,A-n39-k5,822,"2-opt, reinsertion, double-bridge",898.30,983.05,50.24,2.52,"2-opt, shift-1",892.44,1010.25,55.45,2.41,0.06
2377,A-n39-k6,831,"2-opt, reinsertion, double-bridge",873.57,971.96,55.84,2.59,"2-opt, shift-1",904.96,963.23,42.40,2.39,0.36
2378,A-n44-k6,937,"2-opt, reinsertion, double-bridge",1025.25,1137.99,65.23,2.70,"2-opt, shift-1",1044.73,1157.83,66.58,2.40,0.30
2379,A-n45-k6,944,"2-opt, reinsertion, double-bridge",1022.46,1099.89,45.61,2.84,"2-opt, shift-1",1042.05,1119.79,40.89,2.53,0.05
2380,A-n45-k7,1146,"2-opt, reinsertion, double-bridge",1249.10,1328.81,53.62,2.80,"2-opt, shift-1",1247.29,1294.54,34.87,2.46,0.01
2381,A-n46-k7,914,"2-opt, reinsertion, double-bridge",1024.03,1101.34,55.65,2.84,"2-opt, shift-1",994.39,1063.91,41.44,2.50,0.00
2382,A-n48-k7,1073,"2-opt, reinsertion, double-bridge",1187.80,1259.31,43.79,2.87,"2-opt, shift-1",1172.62,1259.88,45.36,2.50,0.77
2383,A-n53-k7,1010,"2-opt, reinsertion, double-bridge",1126.74,1232.67,63.10,3.06,"2-opt, shift-1",1121.29,1248.56,68.74,2.63,0.25
2384,A-n54-k7,1167,"2-opt, reinsertion, double-bridge",1294.63,1409.71,92.72,3.06,"2-opt, shift-1",1309.46,1396.29,53.21,2.62,0.67
2385,A-n55-k9,1073,"2-opt, reinsertion, double-bridge",1191.83,1336.64,80.48,3.38,"2-opt, shift-1",1184.06,1287.63,49.02,2.89,0.01
2386,A-n60-k9,1408,"2-opt, reinsertion, double-bridge",1530.13,1631.64,66.88,3.40,"2-opt, shift-1",1527.97,1594.10,46.97,2.93,0.03
2387,A-n61-k9,1035,"2-opt, reinsertion, double-bridge",1190.58,1283.79,74.59,3.57,"2-opt, shift-1",1186.52,1245.08,35.61,3.05,0.03
2388,A-n62-k8,1290,"2-opt, reinsertion, double-bridge",1375.25,1539.96,76.57,3.21,"2-opt, shift-1",1450.31,1554.61,65.75,2.77,0.57
2389,A-n63-k10,1315,"2-opt, reinsertion, double-bridge",1482.40,1588.73,67.94,3.69,"2-opt, shift-1",1456.60,1573.98,69.24,3.06,0.25
2390,A-n63-k9,1634,"2-opt, reinsertion, double-bridge",1768.45,1904.61,84.30,3.67,"2-opt, shift-1",1817.56,1956.96,74.76,2.98,0.01
2391,A-n64-k9,1402,"2-opt, reinsertion, double-bridge",1514.95,1665.97,64.61,3.57,"2-opt, shift-1",1576.91,1671.73,50.48,2.96,0.81
2392,A-n65-k9,1177,"2-opt, reinsertion, double-bridge",1337.83,1443.19,63.38,3.60,"2-opt, shift-1",1331.62,1423.07,43.11,3.10,0.33
2393,A-n69-k9,1168,"2-opt, reinsertion, double-bridge",1298.69,1458.13,90.60,3.58,"2-opt, shift-1",1284.53,1400.55,56.95,3.08,0.02
2394,A-n80-k10,1764,"2-opt, reinsertion, double-bridge",2003.46,2147.12,62.01,3.90,"2-opt, shift-1",2043.27,2138.68,72.81,3.30,0.35
2395,B-n31-k5,672,"2-opt, reinsertion, double-bridge",680.44,707.22,23.02,2.37,"2-opt, shift-1",691.38,707.38,25.22,2.13,0.98
2396,B-n34-k5,788,"2-opt, reinsertion, double-bridge",826.92,921.26,52.27,2.39,"2-opt, shift-1",801.56,842.20,20.94,2.08,0.00
2397,B-n35-k5,955,"2-opt, reinsertion, double-bridge",982.81,1063.30,54.36,2.39,"2-opt, shift-1",979.56,1029.58,40.26,2.11,0.01
2398,B-n38-k6,805,"2-opt, reinsertion, double-bridge",832.18,890.69,58.00,2.58,"2-opt, shift-1",825.35,861.33,26.24,2.29,0.11
2399,B-n39-k5,549,"2-opt, reinsertion, double-bridge",589.47,653.76,48.06,2.47,"2-opt, shift-1",578.61,638.20,31.19,2.16,0.25
2400,B-n41-k6,829,"2-opt, reinsertion, double-bridge",878.95,989.21,68.90,2.69,"2-opt, shift-1",894.79,979.96,58.06,2.26,0.56
2401,B-n43-k6,742,"2-opt, reinsertion, double-bridge",770.67,821.94,27.72,2.67,"2-opt, shift-1",778.85,822.99,30.24,2.34,0.73
2402,B-n44-k7,909,"2-opt, reinsertion, double-bridge",977.53,1081.36,60.81,2.85,"2-opt, shift-1",983.20,1039.39,29.34,2.43,0.00
2403,B-n45-k5,751,"2-opt, reinsertion, double-bridge",771.41,898.09,79.34,2.66,"2-opt, shift-1",781.77,873.26,64.74,2.36,0.23
2404,B-n45-k6,678,"2-opt, reinsertion, double-bridge",736.10,813.15,49.99,2.85,"2-opt, shift-1",738.15,778.33,30.91,2.47,0.00
2405,B-n50-k7,741,"2-opt, reinsertion, double-bridge",771.54,894.06,59.85,2.95,"2-opt, shift-1",770.48,835.63,30.27,2.54,0.00
2406,B-n50-k8,1313,"2-opt, reinsertion, double-bridge",1379.65,1472.98,47.81,3.08,"2-opt, shift-1",1355.18,1414.92,46.33,2.65,0.00
2407,B-n51-k7,1032,"2-opt, reinsertion, double-bridge",1036.58,1225.22,84.18,3.11,"2-opt, shift-1",1053.09,1163.50,81.19,2.69,0.02
2408,B-n52-k7,747,"2-opt, reinsertion, double-bridge",779.33,888.43,64.74,3.00,"2-opt, shift-1",805.15,866.46,46.33,2.60,0.14
2409,B-n56-k7,707,"2-opt, reinsertion, double-bridge",758.23,836.10,83.19,3.02,"2-opt, shift-1",768.86,827.68,35.21,2.62,0.72
2410,B-n57-k7,1153,"2-opt, reinsertion, double-bridge",1204.40,1392.05,87.96,3.19,"2-opt, shift-1",1200.05,1297.22,60.46,2.77,0.00
2411,B-n57-k9,1598,"2-opt, reinsertion, double-bridge",1708.92,1814.16,54.11,3.32,"2-opt, shift-1",1677.08,1748.08,39.71,2.86,0.00
2412,B-n63-k10,1537,"2-opt, reinsertion, double-bridge",1661.47,1836.84,99.51,3.63,"2-opt, shift-1",1642.12,1710.25,39.17,3.05,0.00
2413,B-n64-k9,861,"2-opt, reinsertion, double-bridge",945.13,1103.61,96.38,3.62,"2-opt, shift-1",933.25,1011.73,51.32,3.10,0.00
2414,B-n66-k9,1374,"2-opt, reinsertion, double-bridge",1438.62,1573.23,75.06,3.61,"2-opt, shift-1",1470.16,1564.77,87.85,3.05,0.61
2415,B-n67-k10,1033,"2-opt, reinsertion, double-bridge",1145.55,1276.35,84.28,3.69,"2-opt, shift-1",1125.25,1210.76,44.64,3.14,0.00
2416,B-n68-k9,1304,"2-opt, reinsertion, double-bridge",1436.13,1541.14,63.71,3.56,"2-opt, shift-1",1370.62,1449.91,44.23,3.05,0.00
2417,B-n78-k10,1266,"2-opt, reinsertion, double-bridge",1393.63,1543.72,82.40,3.92,"2-opt, shift-1",1368.99,1508.48,70.70,3.26,0.08
2418,P-n101-k4,681,"2-opt, reinsertion, double-bridge",928.60,1010.22,38.81,3.48,"2-opt, shift-1",980.41,1065.42,42.10,3.06,0.00
2419,P-n16-k8,435,"2-opt, reinsertion, double-bridge",451.34,460.35,7.63,2.30,"2-opt, shift-1",451.34,456.79,5.38,1.96,0.06
2420,P-n19-k2,212,"2-opt, reinsertion, double-bridge",220.26,245.16,16.45,1.50,"2-opt, shift-1",284.88,315.71,18.09,1.45,0.00
2421, P-n20-k2,220,"2-opt, reinsertion, double-bridge",219.13,240.94,18.61,1.50,"2-opt, shift-1",258.84,322.62,25.46,1.49,0.00
2422,P-n21-k2,211,"2-opt, reinsertion, double-bridge",212.71,230.33,14.23,1.54,"2-opt, shift-1",231.05,263.69,17.73,1.56,0.00
2423,P-n22-k2,216,"2-opt, reinsertion, double-bridge",217.85,241.70,19.15,1.54,"2-opt, shift-1",280.02,319.76,22.02,1.54,0.00
2424,P-n22-k8,603,"2-opt, reinsertion, double-bridge",595.96,653.01,36.99,2.66,"2-opt, shift-1",588.79,610.66,18.29,2.24,0.00
2425,P-n23-k8,554,"2-opt, reinsertion, double-bridge",543.14,582.74,23.91,2.80,"2-opt, shift-1",539.73,558.57,14.63,2.30,0.00
2426,P-n40-k5.vrp,458,"2-opt, reinsertion, double-bridge",498.49,538.55,22.36,2.49,"2-opt, shift-1",483.04,534.13,29.56,2.20,0.53
2427,P-n45-k5,510,"2-opt, reinsertion, double-bridge",547.85,597.12,28.08,2.53,"2-opt, shift-1",562.87,606.80,30.31,2.23,0.36
2428,P-n50-k10,696,"2-opt, reinsertion, double-bridge",758.98,794.82,32.85,3.53,"2-opt, shift-1",760.44,810.57,45.57,2.92,0.13
2429, P-n50-k7,554,"2-opt, reinsertion, double-bridge",601.43,660.55,32.33,2.90,"2-opt, shift-1",609.66,648.65,23.19,2.52,0.06
2430,P-n50-k8,649,"2-opt, reinsertion, double-bridge",672.84,725.12,30.84,3.20,"2-opt, shift-1",669.23,711.54,21.55,2.79,0.08
2431,P-n51-k10,745,"2-opt, reinsertion, double-bridge",810.44,867.57,38.98,3.54,"2-opt, shift-1",785.97,844.87,29.88,2.99,0.01
2432,P-n55-k10,669,"2-opt, reinsertion, double-bridge",767.76,811.24,31.23,3.44,"2-opt, shift-1",743.70,787.77,17.76,2.97,0.00
2433,P-n55-k15,856,"2-opt, reinsertion, double-bridge",1027.16,1070.41,19.44,4.69,"2-opt, shift-1",1003.32,1051.30,31.06,3.74,0.01
