,Instance,Optimal Value,Implementation 1,Minimum Solution Cost 1,Average Solution Cost 1,Std Solution Cost 1,Average Runtime 1,Implementation 2,Minimum Solution Cost 2,Average Solution Cost 2,Std Solution Cost 2,Average Runtime 2,P-value
38,B-n50-k8,1313,"2-opt, shift-1, swap-2-2",1374.877623,1444.633995,37.06100224,3.078,"swap-2-1, shift-1, swap-2-2",1348.863907,1401.688432,36.53586319,2.818,0.000570644
39,B-n51-k7,1032,"2-opt, shift-1, swap-2-2",1056.445097,1173.056146,149.8160316,3.104333333,"swap-2-1, shift-1, swap-2-2",1056.186905,1170.994576,54.25578663,2.873666667,0.158855499
40,B-n52-k7,747,"2-opt, shift-1, swap-2-2",790.6523874,844.670091,35.58306616,3.018666667,"swap-2-1, shift-1, swap-2-2",799.5290074,847.9471627,34.15705137,2.751,0.829013032
41,B-n56-k7,707,"2-opt, shift-1, swap-2-2",777.2898782,825.6563319,43.2923173,3.046666667,"swap-2-1, shift-1, swap-2-2",763.5659371,817.3143243,39.43691198,2.785666667,0.382034163
42,B-n57-k7,1153,"2-opt, shift-1, swap-2-2",1175.338625,1281.667028,63.9093078,3.204666667,"swap-2-1, shift-1, swap-2-2",1182.794559,1278.341969,53.88002092,2.95,0.7035637
43,B-n57-k9,1598,"2-opt, shift-1, swap-2-2",1693.995076,1758.949037,45.12307763,3.338666667,"swap-2-1, shift-1, swap-2-2",1687.311606,1756.466003,36.91992323,3.055333333,0.893644387
44,B-n63-k10,1537,"2-opt, shift-1, swap-2-2",1651.328151,1737.300717,46.4123556,3.613,"swap-2-1, shift-1, swap-2-2",1638.945354,1725.130313,49.96468819,3.306666667,0.404834722
45,B-n64-k9,861,"2-opt, shift-1, swap-2-2",956.1463398,1015.184978,43.58232001,3.568333333,"swap-2-1, shift-1, swap-2-2",940.5727861,1019.385014,46.3945148,3.329666667,0.813016851
46,B-n66-k9,1374,"2-opt, shift-1, swap-2-2",1396.417696,1541.161155,71.35834687,3.540666667,"swap-2-1, shift-1, swap-2-2",1435.921966,1530.366407,54.70761708,3.263333333,0.544006208
47,B-n67-k10,1033,"2-opt, shift-1, swap-2-2",1159.295083,1231.991947,49.88647666,3.617333333,"swap-2-1, shift-1, swap-2-2",1169.431539,1234.224739,66.30102629,3.353,0.718887562
48,B-n68-k9,1304,"2-opt, shift-1, swap-2-2",1408.498694,1493.218709,52.89936233,3.507,"swap-2-1, shift-1, swap-2-2",1362.604645,1479.769223,61.30718826,3.243666667,0.338856155
49,B-n78-k10,1266,"2-opt, shift-1, swap-2-2",1381.324617,1493.912873,59.82803118,3.810666667,"swap-2-1, shift-1, swap-2-2",1396.894239,1499.98146,63.71008944,3.6,0.718887562
50,P-n101-k4,681,"2-opt, shift-1, swap-2-2",998.224199,1065.52802,30.1685113,3.467666667,"swap-2-1, shift-1, swap-2-2",1039.322944,1130.130302,43.89602301,3.273333333,2.37E-05
51,P-n16-k8,435,"2-opt, shift-1, swap-2-2",451.3350802,459.8751803,7.212539274,2.227333333,"swap-2-1, shift-1, swap-2-2",451.3350802,456.2658699,5.018974147,2.196666667,0.028932708
52,P-n19-k2,212,"2-opt, shift-1, swap-2-2",220.6431353,304.8488397,32.2767141,1.425333333,"swap-2-1, shift-1, swap-2-2",238.8777261,286.9290285,23.91021046,1.405,0.040702311
53, P-n20-k2,220,"2-opt, shift-1, swap-2-2",255.2077255,319.6483826,24.67547284,1.443666667,"swap-2-1, shift-1, swap-2-2",246.5992119,285.3292454,21.64193874,1.431333333,4.86E-05
54,P-n21-k2,211,"2-opt, shift-1, swap-2-2",232.5593629,268.7811541,18.32153177,1.506,"swap-2-1, shift-1, swap-2-2",226.3896888,254.7299496,16.73425712,1.543333333,0.004114031
55,P-n22-k2,216,"2-opt, shift-1, swap-2-2",280.0825557,326.2768827,25.32242675,1.482333333,"swap-2-1, shift-1, swap-2-2",255.8950476,294.2498409,16.56729468,1.483666667,4.86E-05
56,P-n22-k8,603,"2-opt, shift-1, swap-2-2",594.8832963,617.9033411,19.57162237,2.536333333,"swap-2-1, shift-1, swap-2-2",589.3916937,609.9096529,13.5830576,2.447,0.093675597
57,P-n23-k8,554,"2-opt, shift-1, swap-2-2",537.9392435,561.7273647,14.21099177,2.624333333,"swap-2-1, shift-1, swap-2-2",539.7336883,557.9178279,14.48020415,2.467,0.393334372
58,P-n40-k5.vrp,458,"2-opt, shift-1, swap-2-2",476.6524583,533.6406794,24.52135278,2.457,"swap-2-1, shift-1, swap-2-2",495.6411386,534.3052849,27.01087978,2.245333333,0.909930768
59,P-n45-k5,510,"2-opt, shift-1, swap-2-2",567.622129,614.9256609,26.01668594,2.504333333,"swap-2-1, shift-1, swap-2-2",569.5239924,608.1554945,22.61019542,2.296,0.245190309
60,P-n50-k10,696,"2-opt, shift-1, swap-2-2",748.5960881,800.2116549,36.66857808,3.428,"swap-2-1, shift-1, swap-2-2",765.0721227,797.5201843,23.71148695,3.175,0.909930768
61, P-n50-k7,554,"2-opt, shift-1, swap-2-2",594.1585494,641.5344267,23.30574995,2.883333333,"swap-2-1, shift-1, swap-2-2",606.6869325,646.3335773,28.50658188,2.676666667,0.813016851
62,P-n50-k8,649,"2-opt, shift-1, swap-2-2",672.1350322,712.6208593,20.69365239,3.262666667,"swap-2-1, shift-1, swap-2-2",656.7290735,714.4317081,24.29016301,2.952333333,0.877402728
63,P-n51-k10,745,"2-opt, shift-1, swap-2-2",801.3762171,847.2306238,30.96427794,3.568666667,"swap-2-1, shift-1, swap-2-2",803.881643,840.9659998,22.89014101,3.252,0.370935308
64,P-n55-k10,669,"2-opt, shift-1, swap-2-2",753.452388,788.2400327,17.69244436,3.493333333,"swap-2-1, shift-1, swap-2-2",750.8586779,783.8524622,18.34644274,3.165,0.452806505
65,P-n55-k15,856,"2-opt, shift-1, swap-2-2",996.0768689,1064.51116,31.72952868,4.522666667,"swap-2-1, shift-1, swap-2-2",1005.389812,1044.601758,25.28518274,4.125666667,0.047161747
66,P-n55-k7,524,"2-opt, shift-1, swap-2-2",605.3350525,656.4192283,25.94124455,3.066,"swap-2-1, shift-1, swap-2-2",612.8719594,663.2944936,24.90731333,2.771,0.452806505
67,P-n55-k8,576,"2-opt, shift-1, swap-2-2",631.705279,691.6464309,35.64134374,3.038333333,"swap-2-1, shift-1, swap-2-2",638.2695332,685.8589551,27.52428519,2.706,0.503832969
68,P-n60-k10,706,"2-opt, shift-1, swap-2-2",809.834302,890.4749487,39.54614394,3.650333333,"swap-2-1, shift-1, swap-2-2",818.9966384,875.4936132,29.05318304,3.328666667,0.141389511
69,P-n60-k15,905,"2-opt, shift-1, swap-2-2",1067.394598,1102.098553,29.57646143,4.515666667,"swap-2-1, shift-1, swap-2-2",1041.313487,1087.248738,30.69153248,4.122666667,0.07190333
70,P-n65-k10,792,"2-opt, shift-1, swap-2-2",894.4728902,945.1526829,33.98140805,3.674666667,"swap-2-1, shift-1, swap-2-2",892.286238,935.0328924,22.85594798,3.369666667,0.477947439
71,P-n70-k10,834,"2-opt, shift-1, swap-2-2",934.9943502,984.2036355,28.96246851,3.911,"swap-2-1, shift-1, swap-2-2",939.5775905,984.3572339,24.12198525,3.573,0.942610512
72,P-n76-k4,589,"2-opt, shift-1, swap-2-2",792.9476575,964.2099,87.45789893,3.022,"swap-2-1, shift-1, swap-2-2",822.680647,903.7675514,36.99937581,2.660333333,0.003609433
73,P-n76-k5,631,"2-opt, shift-1, swap-2-2",801.6401856,932.9157796,106.5827012,3.210333333,"swap-2-1, shift-1, swap-2-2",819.776004,929.224767,51.76994557,2.885666667,0.78126371
74,A-n32-k5,784,"2-opt, shift-1, swap-2-2",850.8833099,899.5590941,32.06256322,2.356666667,"swap-1-1, shift-1, swap-2-2",800.3463932,880.2665668,37.18287782,2.174333333,0.068713631
75,A-n33-k5,661,"2-opt, shift-1, swap-2-2",680.4052703,744.4200508,33.26483759,2.376666667,"swap-1-1, shift-1, swap-2-2",678.9107431,741.0557896,36.62271609,2.184333333,0.673279807
76,A-n33-k6,742,"2-opt, shift-1, swap-2-2",774.7728485,833.3645565,38.56699662,2.523333333,"swap-1-1, shift-1, swap-2-2",754.0075476,818.6695176,32.73084504,2.265666667,0.068713631
77,A-n34-k5,778,"2-opt, shift-1, swap-2-2",806.1775899,870.4239751,37.58660752,2.398,"swap-1-1, shift-1, swap-2-2",808.8861959,850.873801,27.3979742,2.190333333,0.008216736
78,A-n36-k5,799,"2-opt, shift-1, swap-2-2",873.9810925,920.4828571,29.17028714,2.480666667,"swap-1-1, shift-1, swap-2-2",852.6542392,906.2543063,39.38295574,2.200333333,0.07864666
79,A-n37-k5,669,"2-opt, shift-1, swap-2-2",713.532525,779.6820561,28.65116688,2.506,"swap-1-1, shift-1, swap-2-2",729.0092773,798.9391644,38.77552425,2.249666667,0.035008957
80,A-n37-k6,949,"2-opt, shift-1, swap-2-2",1020.38356,1103.086469,44.67628285,2.656,"swap-1-1, shift-1, swap-2-2",981.897365,1077.91938,41.94934823,2.358,0.027029157
81,A-n38-k5,730,"2-opt, shift-1, swap-2-2",792.0055232,890.6520717,90.13621203,2.634333333,"swap-1-1, shift-1, swap-2-2",789.3296917,878.7253904,47.95395852,2.324,0.734325291
82,A-n39-k5,822,"2-opt, shift-1, swap-2-2",887.7911,989.9539432,59.89102692,2.5,"swap-1-1, shift-1, swap-2-2",904.2331294,977.0748923,43.09419421,2.232333333,0.503832969
83,A-n39-k6,831,"2-opt, shift-1, swap-2-2",867.6092262,954.8935459,37.57627468,2.556,"swap-1-1, shift-1, swap-2-2",897.2703081,947.4721646,36.27067431,2.397333333,0.517047891
84,A-n44-k6,937,"2-opt, shift-1, swap-2-2",1052.615185,1165.925498,68.58939556,2.690666667,"swap-1-1, shift-1, swap-2-2",1019.502577,1095.673163,33.6325673,2.545666667,0.000174228
85,A-n45-k6,944,"2-opt, shift-1, swap-2-2",1035.125433,1104.694553,39.65590969,2.906333333,"swap-1-1, shift-1, swap-2-2",1067.727123,1126.236964,41.5206064,2.710333333,0.228880422
86,A-n45-k7,1146,"2-opt, shift-1, swap-2-2",1223.094031,1298.412546,39.88332513,2.829666667,"swap-1-1, shift-1, swap-2-2",1204.851798,1272.084162,37.21405286,2.616333333,0.030009891
87,A-n46-k7,914,"2-opt, shift-1, swap-2-2",966.0767558,1061.176975,49.34477964,2.870333333,"swap-1-1, shift-1, swap-2-2",997.1307658,1035.665393,22.10336479,2.656333333,0.028485956
88,A-n48-k7,1073,"2-opt, shift-1, swap-2-2",1178.591535,1241.85336,39.3491167,2.902,"swap-1-1, shift-1, swap-2-2",1180.486932,1232.161241,31.02120806,2.677666667,0.328571074
89,A-n53-k7,1010,"2-opt, shift-1, swap-2-2",1111.938343,1241.957088,80.34828309,3.075,"swap-1-1, shift-1, swap-2-2",1102.422822,1211.597966,40.93493221,2.805333333,0.120444728
90,A-n54-k7,1167,"2-opt, shift-1, swap-2-2",1279.806005,1422.95839,67.27469471,3.027333333,"swap-1-1, shift-1, swap-2-2",1262.863111,1370.013336,38.53645395,2.789,0.001592702
91,A-n55-k9,1073,"2-opt, shift-1, swap-2-2",1169.23782,1280.666381,69.55599191,3.424,"swap-1-1, shift-1, swap-2-2",1147.497384,1244.191846,52.51549057,3.121333333,0.054462504
92,A-n60-k9,1408,"2-opt, shift-1, swap-2-2",1489.293142,1572.984448,43.89649337,3.467,"swap-1-1, shift-1, swap-2-2",1460.313348,1577.187178,43.12107373,3.153333333,0.544006208
93,A-n61-k9,1035,"2-opt, shift-1, swap-2-2",1160.317027,1237.570402,43.18934174,3.588333333,"swap-1-1, shift-1, swap-2-2",1147.550712,1235.125317,41.10728398,3.347333333,0.926255087
94,A-n62-k8,1290,"2-opt, shift-1, swap-2-2",1471.034264,1555.959338,50.39357261,3.311666667,"swap-1-1, shift-1, swap-2-2",1477.670861,1556.07288,51.2652226,2.998333333,0.78126371
95,A-n63-k10,1315,"2-opt, shift-1, swap-2-2",1427.278119,1547.858882,59.53096538,3.709333333,"swap-1-1, shift-1, swap-2-2",1442.918896,1540.469877,56.09119785,3.363666667,0.614314564
96,A-n63-k9,1634,"2-opt, shift-1, swap-2-2",1836.868664,1950.491278,88.92088298,3.547666667,"swap-1-1, shift-1, swap-2-2",1796.256858,1895.31534,50.76704285,3.293,0.003854236
97,A-n64-k9,1402,"2-opt, shift-1, swap-2-2",1614.683154,1688.140206,52.38865201,3.507,"swap-1-1, shift-1, swap-2-2",1577.921722,1689.95711,48.6128224,3.226,0.571645784
98,A-n65-k9,1177,"2-opt, shift-1, swap-2-2",1348.862222,1439.079216,55.80128124,3.691666667,"swap-1-1, shift-1, swap-2-2",1347.533201,1443.833455,51.81063505,3.372,0.797098303
99,A-n69-k9,1168,"2-opt, shift-1, swap-2-2",1359.18487,1427.008888,45.64063514,3.646666667,"swap-1-1, shift-1, swap-2-2",1356.770955,1443.795407,46.64151445,3.295,0.09777219
100,A-n80-k10,1764,"2-opt, shift-1, swap-2-2",2039.149743,2171.016277,62.36541197,3.909,"swap-1-1, shift-1, swap-2-2",2050.595135,2171.184496,63.45210098,3.582333333,0.893644387
101,B-n31-k5,672,"2-opt, shift-1, swap-2-2",690.4165868,711.4701313,24.84538863,2.416333333,"swap-1-1, shift-1, swap-2-2",686.4372154,713.123038,29.75649794,2.18,0.975387164
102,B-n34-k5,788,"2-opt, shift-1, swap-2-2",802.3157093,848.0845402,28.19123321,2.383333333,"swap-1-1, shift-1, swap-2-2",802.1654061,845.3611825,38.13840691,2.132333333,0.557742686
103,B-n35-k5,955,"2-opt, shift-1, swap-2-2",986.5179087,1033.458758,33.91584673,2.419333333,"swap-1-1, shift-1, swap-2-2",990.3877191,1021.061088,18.7554375,2.203666667,0.465282582
104,B-n38-k6,805,"2-opt, shift-1, swap-2-2",836.2079679,866.5778874,21.92452746,2.653666667,"swap-1-1, shift-1, swap-2-2",819.3627961,856.9699905,28.19774512,2.4,0.018518975
105,B-n39-k5,549,"2-opt, shift-1, swap-2-2",578.4973772,627.9476483,40.63453722,2.511333333,"swap-1-1, shift-1, swap-2-2",576.1882594,656.6533188,56.88893661,2.268666667,0.038723026
106,B-n41-k6,829,"2-opt, shift-1, swap-2-2",889.2351788,1013.937052,103.0078375,2.677,"swap-1-1, shift-1, swap-2-2",865.6348632,949.9324106,48.07244476,2.445,0.006835856
107,B-n43-k6,742,"2-opt, shift-1, swap-2-2",785.4421185,830.067843,35.96230234,2.725333333,"swap-1-1, shift-1, swap-2-2",779.3701345,834.985576,38.22568341,2.488333333,0.465282582
108,B-n44-k7,909,"2-opt, shift-1, swap-2-2",965.8069629,1045.74123,41.09966438,2.845666667,"swap-1-1, shift-1, swap-2-2",950.548965,1019.330231,38.52792343,2.592666667,0.016565527
109,B-n45-k5,751,"2-opt, shift-1, swap-2-2",783.4360307,864.6527763,79.33567762,2.718666667,"swap-1-1, shift-1, swap-2-2",793.950876,886.4234843,49.25323223,2.479666667,0.07864666
110,B-n45-k6,678,"2-opt, shift-1, swap-2-2",744.4409899,774.0877006,32.1090129,2.891,"swap-1-1, shift-1, swap-2-2",729.2150445,790.326118,35.25860975,2.672,0.027029157
111,B-n50-k7,741,"2-opt, shift-1, swap-2-2",788.1488956,835.624282,41.02159069,2.95,"swap-1-1, shift-1, swap-2-2",780.7681876,881.1158538,44.15847928,2.713666667,0.00210526
112,B-n50-k8,1313,"2-opt, shift-1, swap-2-2",1374.877623,1444.633995,37.06100224,3.078,"swap-1-1, shift-1, swap-2-2",1350.047687,1392.501433,30.61847849,2.838,3.11E-05
113,B-n51-k7,1032,"2-opt, shift-1, swap-2-2",1056.445097,1173.056146,149.8160316,3.104333333,"swap-1-1, shift-1, swap-2-2",1067.176255,1174.836651,66.87970403,2.899,0.110925665
114,B-n52-k7,747,"2-opt, shift-1, swap-2-2",790.6523874,844.670091,35.58306616,3.018666667,"swap-1-1, shift-1, swap-2-2",784.0245743,894.6353259,66.40683445,2.770666667,0.004389618
115,B-n56-k7,707,"2-opt, shift-1, swap-2-2",777.2898782,825.6563319,43.2923173,3.046666667,"swap-1-1, shift-1, swap-2-2",771.5814235,844.2117851,55.72816866,2.815333333,0.213358073
116,B-n57-k7,1153,"2-opt, shift-1, swap-2-2",1175.338625,1281.667028,63.9093078,3.204666667,"swap-1-1, shift-1, swap-2-2",1191.820754,1346.845254,89.43591379,2.977666667,0.003161765
117,B-n57-k9,1598,"2-opt, shift-1, swap-2-2",1693.995076,1758.949037,45.12307763,3.338666667,"swap-1-1, shift-1, swap-2-2",1689.12359,1749.127308,34.06833713,3.095333333,0.557742686
118,B-n63-k10,1537,"2-opt, shift-1, swap-2-2",1651.328151,1737.300717,46.4123556,3.613,"swap-1-1, shift-1, swap-2-2",1651.783368,1737.600372,51.62229809,3.397,0.614314564
119,B-n64-k9,861,"2-opt, shift-1, swap-2-2",956.1463398,1015.184978,43.58232001,3.568333333,"swap-1-1, shift-1, swap-2-2",937.7629708,1028.375175,45.91158856,3.372666667,0.393334372
120,B-n66-k9,1374,"2-opt, shift-1, swap-2-2",1396.417696,1541.161155,71.35834687,3.540666667,"swap-1-1, shift-1, swap-2-2",1417.529769,1555.602745,61.10661479,3.339333333,0.404834722
121,B-n67-k10,1033,"2-opt, shift-1, swap-2-2",1159.295083,1231.991947,49.88647666,3.617333333,"swap-1-1, shift-1, swap-2-2",1161.774817,1229.247543,54.12538504,3.407333333,0.734325291
122,B-n68-k9,1304,"2-opt, shift-1, swap-2-2",1408.498694,1493.218709,52.89936233,3.507,"swap-1-1, shift-1, swap-2-2",1392.187807,1489.200183,46.10465323,3.296333333,0.958990172
123,B-n78-k10,1266,"2-opt, shift-1, swap-2-2",1381.324617,1493.912873,59.82803118,3.810666667,"swap-1-1, shift-1, swap-2-2",1428.064149,1518.402923,54.37625143,3.617,0.135907785
124,P-n101-k4,681,"2-opt, shift-1, swap-2-2",998.224199,1065.52802,30.1685113,3.467666667,"swap-1-1, shift-1, swap-2-2",1068.020607,1180.845462,52.54519513,3.293666667,1.92E-06
125,P-n16-k8,435,"2-opt, shift-1, swap-2-2",451.3350802,459.8751803,7.212539274,2.227333333,"swap-1-1, shift-1, swap-2-2",451.3350802,455.306804,5.317237636,2.213666667,0.005196939
126,P-n19-k2,212,"2-opt, shift-1, swap-2-2",220.6431353,304.8488397,32.2767141,1.425333333,"swap-1-1, shift-1, swap-2-2",245.3926691,280.9385053,20.67227529,1.459333333,0.011748106
127, P-n20-k2,220,"2-opt, shift-1, swap-2-2",255.2077255,319.6483826,24.67547284,1.443666667,"swap-1-1, shift-1, swap-2-2",258.6591381,292.2496389,20.3636396,1.468,0.000205153
128,P-n21-k2,211,"2-opt, shift-1, swap-2-2",232.5593629,268.7811541,18.32153177,1.506,"swap-1-1, shift-1, swap-2-2",221.4444746,255.5580607,20.62105862,1.612666667,0.017518394
129,P-n22-k2,216,"2-opt, shift-1, swap-2-2",280.0825557,326.2768827,25.32242675,1.482333333,"swap-1-1, shift-1, swap-2-2",256.6162554,286.0830063,18.03525217,1.548333333,1.36E-05
130,P-n22-k8,603,"2-opt, shift-1, swap-2-2",594.8832963,617.9033411,19.57162237,2.536333333,"swap-1-1, shift-1, swap-2-2",588.7935243,608.1989994,18.74967683,2.484666667,0.051930665
131,P-n23-k8,554,"2-opt, shift-1, swap-2-2",537.9392435,561.7273647,14.21099177,2.624333333,"swap-1-1, shift-1, swap-2-2",536.3446368,548.8553549,11.51555346,2.508333333,0.003161765
132,P-n40-k5.vrp,458,"2-opt, shift-1, swap-2-2",476.6524583,533.6406794,24.52135278,2.457,"swap-1-1, shift-1, swap-2-2",482.3269295,540.2255737,29.46748005,2.296,0.165026566
